,Sample ID,comments 1,comments 2,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,Sampling Location (Cambridgesamples),Continent,Language,Latitude,Longitude,source,chip,wikidata,uncertaintu
824,komi10,,,Komis,Komis_Zyrian,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
825,komi11,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
826,komi12,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
827,komi13,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
828,komi14,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
829,komi15,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
830,komi16,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
831,komi2,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
832,komi3,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
833,komi4,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
834,komi5,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
835,komi6,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
836,komi7,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
837,komi8,,,Komis,Komis_Permic,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
838,komi9,,,Komis,Komis_Zyrian,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
839,udmurd1,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
840,udmurd10,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
841,udmurd11,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
842,udmurd12,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
843,udmurd13,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
844,udmurd14,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
845,udmurd15,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
846,udmurd16,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
847,udmurd2,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
848,udmurd3,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
849,udmurd4,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
850,udmurd5,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
851,udmurd6,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
852,udmurd7,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
853,udmurd8,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
854,udmurd9,,,Udmurts,Udmurts,,,Russia,,Europe,Uralic/Finno-Ugric/Volgaic,,,Yunusbayev et al 2015,610k,,
855,forNenets_tin027_1m,,,Nenets,Forest_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
856,forNenets_tin028_1m,,,Nenets,Forest_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
857,forNenets_tin029_1m,,,Nenets,Forest_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
858,tunNenets_Sam065_1m,,,Nenets,Tundra_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
859,tunNenets_Sam163_1m,,,Nenets,Tundra_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
860,tunNenets_Sam749_1m,,,Nenets,Tundra_Nenets,,Nenets Auton. Okr.,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,1M,,
861,nenets1,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
862,nenets10,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
863,nenets11,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
864,nenets13,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
865,nenets14,,,Nenets,Nenets_Forest,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
866,nenets15,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
867,nenets2,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
868,nenets4,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
869,nenets5,,,Nenets,Nenets_Tundra,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
870,nenets9,,,Nenets,Nenets_Forest,,,Russia,,Siberia,Uralic/Samoyedic,,,Yunusbayev et al 2015,610k,,
871,chuvash1_1m,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
872,chuvash3_1m,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
873,chuvash1,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
874,chuvash10,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
875,chuvash11,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
876,chuvash12,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
877,chuvash13,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
878,chuvash14,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
879,chuvash15,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
880,chuvash16,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
881,chuvash17,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
882,chuvash2,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
883,chuvash3,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
884,chuvash4,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
885,chuvash5,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
886,chuvash6,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
887,chuvash7,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
888,chuvash8,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
889,chuvash9,,,Chuvash,Chuvash,,,Russia,,Europe,Turkic,,,Behar et al 2010,610k,,
890,bashkir2_1m,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
891,bashkir3_1m,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
892,bashkir4_1m,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
893,bashkir1,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
894,bashkir10,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
895,bashkir11,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
896,bashkir12,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
897,bashkir13,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
898,bashkir14,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
899,bashkir15,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
900,bashkir16,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
901,bashkir17,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
902,bashkir18,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
903,bashkir19,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
904,bashkir2,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
905,bashkir20,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
906,bashkir3,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
907,bashkir4,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
908,bashkir5,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
909,bashkir6,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
910,bashkir7,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
911,bashkir8,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
912,bashkir9,,,Bashkirs,Bashkirs,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
913,tatar0_1m,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
914,tatar2_1m,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
915,tatar3_1m,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
916,tatars1,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
917,tatars10,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
918,tatars11,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
919,tatars12,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
920,tatars13,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
921,tatars14,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
922,tatars15,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
923,tatars16,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
924,tatars2,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
925,tatars3,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
926,tatars4,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
927,tatars5,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
928,tatars6,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
929,tatars7,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
930,tatars8,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
931,tatars9,,,Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,610k,,
932,tatarmishar12_1m,,,Tatar_Mishar,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
933,kryashen4_1m,,,Kryashen__Baptised_Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
934,kryashen5_1m,,,Kryashen__Baptised_Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
935,kryashen8_1m,,,Kryashen__Baptised_Tatars,Tatars,,,Russia,,Europe,Turkic,,,Yunusbayev et al 2015,1M,,
936,arm10,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
937,arm11,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
938,arm12,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
939,arm13,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
940,arm14,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
941,arm17,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
942,arm18,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
943,arm19,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
944,arm20,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
945,arm21,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
946,arm23,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
947,arm26,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
948,arm3,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
949,arm4,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
950,arm5,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
951,arm6,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
952,arm7,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
953,arm8,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
954,arm9,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Behar et al 2010,610k,,
955,armenia3,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
956,armenia7,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
957,armenia36,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
958,armenia71,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
959,armenia73,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
960,armenia80,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
961,armenia86,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
962,armenia91,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
963,armenia102,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
964,armenia106,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
965,armenia139,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
966,armenia162,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
967,armenia176,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
968,armenia191,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
969,armenia279,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
970,armenia293,,,Armenians,Armenians,South Caucasus,,Armenia,,Caucasus,Indo-European,,,Yunusbayev et al 2012,660k,,
971,GEO1_georgian_laz,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,Indo-European,,,Behar et al 2013 Khazar,1M,,
972,GEO10_georgian_laz,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,Indo-European,,,Behar et al 2013 Khazar,1M,,
973,GEO19_georgian_laz,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,Indo-European,,,Behar et al 2013 Khazar,1M,,
974,GEO28_georgian_laz,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
975,GEO7_georgian_laz,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
976,GEO38_georgian_imer,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
977,GEO51_georgian_imer,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
978,GEO71_georgian_imer,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
979,GEO73_georgian_imer,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
980,GEO75_georgia_imer,,,Georgians,Georgians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
981,mg20,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
982,mg22,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
983,mg23,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
984,mg27,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
985,mg31,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
986,mg34,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
987,mg40,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
988,mg43,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
989,mg47,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
990,mg49,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
991,mg5,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
992,mg51,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
993,mg54,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
994,mg61,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
995,mg62,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
996,mg64,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
997,mg65,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
998,mg68,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
999,mg70,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
1000,mg72,,,Georgians,northwest_Mingrelians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2010,610k,,
1001,abkhazian1_1m,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
1002,abkhazian5_1m,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
1003,abkhazian6_1m,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Behar et al 2013 Khazar,1M,,
1004,abh100,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1005,abh107,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1006,abh119,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1007,abh122,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1008,abh133,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1009,abh135,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1010,abh137,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1011,abh147,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1012,abh154,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1013,abh165,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1014,abh24,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1015,abh27,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1016,abh41,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1017,abh45,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1018,abh53,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1019,abh60,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1020,abh71,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1021,abh74,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1022,abh85,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1023,abh9,,,Abkhasians,Abkhasians,South Caucasus,,Georgia,,Caucasus,,,,Yunusbayev et al 2012,610k,,
1024,balkar1_1m,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2015,1M,,
1025,balkar2_1m,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2015,1M,,
1026,balkar4_1m,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2015,1M,,
1027,bal102,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1028,bal108,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1029,bal115,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1030,bal124,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1031,bal136,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1032,bal14,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1033,bal149,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1034,bal22,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1035,bal26,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1036,bal31,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1037,bal32,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1038,bal42,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1039,bal45,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
1040,bal50,,,Balkars,Balkars,North Caucasus,,Russia,,Caucasus,Turkic,,,Yunusbayev et al 2012,610k,,
